accession,domain,phylum,class,order,family,genus,species,Amino acid utilization,Aromatics degradation,Arsenic cycling,C1 metabolism,Carbon fixation,Chlorite reduction,Complex carbon degradation,Ethanol fermentation,Fatty acid degradation,Fermentation,Halogenated compound utilization,Hydrogenases,Nitrile hydration,Nitrogen cycling,Oxidative phosphorylation,Perchlorate reduction,Selenate reduction,Sulfur cycling,Thermophilic specific
GCF_000284415.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pararhodospirillum,Pararhodospirillum photometricum,0,0,0,1,2,0,0,0,0,1,0,2,0,2,2,0,0,0,0
GCF_000292525.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp000292525,0,0,0,1,0,0,0,0,0,2,0,0,1,2,4,0,0,1,0
GCF_000293785.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,Rhodoplanes sp000293785,0,0,0,1,1,0,0,0,0,2,0,4,0,2,3,0,1,2,0
GCF_000294655.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Phaeospirillum,Phaeospirillum molischianum,0,0,0,0,1,0,0,0,0,2,0,2,0,0,2,0,0,0,0
GCF_000296215.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp000296215,0,0,0,2,1,1,0,0,0,2,0,1,1,4,4,0,0,2,0
GCF_000297095.1,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Breznakiellaceae,Termitinema,Termitinema primitia_A,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
GCF_000298315.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium grahamii,0,0,0,1,0,0,0,0,0,2,0,0,1,3,4,0,0,1,0
GCF_000300455.3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia sacchari,0,0,0,1,0,0,0,0,0,2,0,2,0,2,2,1,0,0,0
GCF_000300975.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Herbaspirillum,Herbaspirillum frisingense,0,0,0,1,0,0,0,0,0,2,0,0,0,5,4,1,0,1,0
GCF_000302455.1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum_A,0,0,0,2,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0
GCF_000304315.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,Methylocystis sp000304315,0,0,1,3,0,0,0,0,0,2,0,3,0,0,3,0,0,2,0
GCF_000305935.1,Bacteria,Bacillota_B,DSM-12270,Thermacetogeniales,Thermacetogeniaceae,Thermacetogenium,Thermacetogenium phaeum,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0
GCF_000307775.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas stutzeri_B,0,0,0,3,0,0,0,0,0,2,0,0,0,5,3,0,0,1,0
GCF_000308215.1,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,Methanomassiliicoccus luminyensis,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0
GCF_000309385.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Nodosilinea,Nodosilinea nodulosa,0,0,0,1,1,0,0,0,0,2,0,0,0,1,2,0,0,3,0
GCF_000312665.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium mesoamericanum,0,0,0,1,0,1,0,0,0,2,0,0,1,2,4,0,0,1,0
GCF_000315365.1,Bacteria,Bacillota_B,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae,Desulfotomaculum,Desulfotomaculum hydrothermale,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,3,0
GCF_000315565.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Mastigocladopsis,Mastigocladopsis repens,0,0,1,1,1,0,0,0,0,2,0,1,0,1,2,0,0,2,0
GCF_000315795.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Caenispirillum,Caenispirillum salinarum,0,0,0,2,1,0,0,0,0,2,0,1,1,5,3,0,0,2,0
GCF_000316115.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Leptothoe,Leptothoe sp000316115,0,0,0,2,1,0,0,0,0,2,0,1,0,1,2,0,0,3,0
GCF_000316575.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Fortiea,Fortiea sp000316575,0,0,0,2,1,0,0,0,0,2,0,1,0,0,2,0,1,2,0
GCF_000316625.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Anabaenopsis,Anabaenopsis sp000316625,0,0,0,1,1,0,0,0,0,2,0,2,0,1,2,0,0,2,0
GCF_000317125.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsidaceae,Chroococcidiopsis,Chroococcidiopsis thermalis,0,0,0,1,1,0,0,0,0,2,0,1,0,2,2,0,0,2,0
GCF_000317205.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Fischerella,Fischerella muscicola,0,0,0,1,1,0,0,0,0,2,0,1,0,1,2,0,0,2,0
GCF_000317225.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Fischerella,Fischerella thermalis,0,0,0,1,1,0,0,0,0,2,0,2,0,1,2,0,0,2,0
GCF_000317285.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Chlorogloeopsis,Chlorogloeopsis fritschii,0,0,0,2,1,0,0,0,0,2,0,2,0,2,2,0,1,2,0
GCF_000317515.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Allocoleopsis,Allocoleopsis franciscana,0,0,1,1,1,0,0,0,0,2,0,1,0,2,1,0,0,1,0
GCF_000327045.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioflavicoccus,Thioflavicoccus mobilis,0,0,0,1,2,0,0,0,0,2,0,3,0,1,2,0,0,3,0
GCF_000332055.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Xenococcus,Xenococcus sp000332055,0,0,0,2,1,0,0,0,0,2,0,1,1,1,1,0,0,2,0
GCF_000332155.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Kamptonema,Kamptonema formosum,0,0,0,1,1,0,0,0,0,2,0,0,0,2,2,0,0,3,0
GCF_000332175.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,PCC-6802,PCC-6802 sp000332175,0,0,0,1,1,0,0,0,0,2,0,1,1,2,1,0,0,3,0
GCF_000332335.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Oscillatoriaceae,Oscillatoria,Oscillatoria sp000332335,0,0,0,1,1,0,0,0,0,2,0,2,0,2,2,0,0,2,0
GCF_000333275.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Nitrospirillum,Nitrospirillum sp000333275,0,0,0,2,1,0,0,0,0,2,0,2,0,2,4,0,0,1,0
GCF_000333455.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,Rhodopseudomonas sp000333455,0,0,0,4,2,0,0,0,0,2,0,2,1,3,4,0,0,2,0
GCF_000333595.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum sp000333595,0,0,0,3,0,0,0,0,0,2,0,3,1,5,4,0,0,0,0
GCF_000333615.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Ideonella,Ideonella sp000333615,0,0,0,3,0,0,0,0,0,2,0,2,0,2,4,0,0,3,0
GCF_000340565.2,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nodularia,Nodularia spumigena,0,0,0,1,1,0,0,0,0,2,0,1,0,1,2,0,0,1,0
GCF_000340885.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium saccharoperbutylacetonicum,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0
GCF_000341395.1,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,Desulfocapsa sulfexigens,0,0,1,0,0,0,0,0,0,2,0,1,0,2,1,0,1,4,0
GCF_000341615.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas stutzeri_G,0,0,0,2,0,0,0,0,0,2,0,0,0,5,3,0,0,1,0
GCF_000341735.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylotuvimicrobium,Methylotuvimicrobium buryatense,0,0,0,4,0,0,0,0,0,2,0,2,0,3,1,0,0,3,0
GCF_000341895.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio piezophilus,0,0,0,1,0,0,0,0,0,2,0,2,0,1,2,0,0,4,0
GCF_000342045.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Phaeospirillum,Phaeospirillum caucaseum,0,0,0,1,1,0,0,0,0,2,0,3,0,5,2,0,0,2,0
GCF_000346485.2,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Scytonema,Scytonema hofmannii,0,0,0,2,1,0,0,0,0,2,0,1,0,2,1,0,0,2,0
GCF_000350085.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium metallidurans,0,0,1,1,0,0,0,0,0,2,0,0,1,2,3,0,0,1,0
GCF_000353285.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya boryana,0,0,0,1,1,1,0,0,0,2,0,1,1,1,2,0,1,2,0
GCF_000359125.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp000359125,0,0,0,1,0,0,0,0,0,1,0,0,1,2,3,0,0,1,0
GCF_000359585.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_B,Clostridium_B tyrobutyricum,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
GCF_000359745.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium freirei,0,0,0,1,0,0,0,0,0,2,0,1,1,3,4,0,0,1,0
GCF_000365305.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Dickeya,Dickeya dianthicola,0,0,0,1,0,0,0,0,0,2,0,2,0,2,2,1,0,0,0
GCF_000372525.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus neocaledonicus,0,0,0,4,0,0,0,0,0,1,0,0,0,5,4,0,0,2,0
GCF_000372845.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,Methylocystis rosea,0,0,0,3,0,0,0,0,0,2,0,2,0,0,2,0,0,2,0
GCF_000372885.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Methyloversatilis,Methyloversatilis thermotolerans,0,0,0,2,0,0,0,0,0,2,0,3,0,2,3,0,0,2,0
GCF_000373965.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Uliginosibacterium,Uliginosibacterium gangwonense,0,0,0,0,0,0,0,0,0,2,0,2,0,4,2,1,0,0,0
GCF_000374165.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Frankiaceae,Frankia,Frankia elaeagni,0,0,0,1,0,1,0,0,0,2,0,1,0,2,3,0,0,1,0
GCF_000374185.1,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp000374185,0,0,0,1,0,1,0,0,0,1,0,1,0,1,3,0,0,1,0
GCF_000374545.1,Bacteria,Bacillota_C,Negativicutes,Anaeromusales,Anaeromusaceae,Anaeromusa,Anaeromusa acidaminophila,0,0,0,0,0,0,0,0,0,1,0,6,0,1,1,0,1,1,0
GCF_000375485.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio oxyclinae,0,0,1,0,0,0,0,0,0,2,0,3,0,1,1,0,0,4,0
GCF_000376385.1,Bacteria,Bacillota_B,Desulfotomaculia,Desulfotomaculales,Desulfurisporaceae,Desulfurispora,Desulfurispora thermophila,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,0,1,4,0
GCF_000376965.1,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,Methanothermococcus thermolithotrophicus,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0
GCF_000378245.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Aromatoleum,Aromatoleum toluclasticum,0,0,1,3,0,0,0,0,0,2,0,1,0,4,2,1,0,3,0
GCF_000378985.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium sp000378985,0,0,0,2,1,0,0,0,0,2,0,1,1,5,4,0,0,2,0
GCF_000379025.1,Bacteria,Bacillota_F,Halanaerobiia,Halobacteroidales,Halobacteroidaceae,Orenia,Orenia marismortui,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,3,0
GCF_000379105.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,Methylobacterium sp000379105,0,0,0,2,0,0,0,0,0,2,0,0,1,1,4,1,0,2,0
GCF_000379165.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Teredinibacter,Teredinibacter turnerae,0,0,0,1,0,0,0,0,0,2,0,0,0,2,3,0,0,1,0
GCF_000380335.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,Azotobacter vinelandii,0,0,0,2,0,0,0,0,0,2,0,2,0,2,3,0,0,1,0
GCF_000381265.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Curvibacter,Curvibacter lanceolatus,0,0,0,3,0,0,0,0,0,2,0,2,0,3,3,1,0,2,0
GCF_000383855.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter,Methylobacter marinus,0,0,0,3,0,0,0,0,0,2,0,2,0,3,3,0,0,3,0
GCF_000384075.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylovulum,Methylovulum miyakonense,0,0,0,4,0,0,0,0,0,2,0,3,0,3,3,0,0,2,0
GCF_000384395.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Geopsychrobacter,Geopsychrobacter electrodiphilus,0,0,1,0,0,0,0,0,0,1,0,2,0,1,3,1,0,2,0
GCF_000385335.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methyloferula,Methyloferula stellata,0,0,0,3,1,1,0,0,0,2,0,2,0,0,4,0,0,2,0
GCF_000385375.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Methyloversatilis,Methyloversatilis discipulorum_A,0,0,0,3,1,1,0,0,0,2,0,3,0,4,3,0,0,3,0
GCF_000389635.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_I,Clostridium_I pasteurianum_A,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,1,0
GCF_000400505.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Musicola,Musicola paradisiaca,0,0,0,1,0,0,0,0,0,2,0,2,0,2,2,1,0,0,0
GCF_000403135.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,Arcticibacter svalbardensis,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,1,0
GCF_000406105.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Dickeya,Dickeya chrysanthemi,0,0,0,1,0,0,0,0,0,2,0,2,0,2,2,1,0,0,0
GCF_000406145.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Dickeya,Dickeya dadantii,0,0,0,1,0,0,0,0,0,2,0,2,0,2,2,1,0,0,0
GCF_000417905.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,Vibrio natriegens,0,0,0,1,0,0,0,0,0,2,0,0,0,3,4,0,0,0,0
GCF_000420085.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfospira,Desulfospira joergensenii,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,1,4,0
GCF_000420485.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Paucidesulfovibrio,Paucidesulfovibrio longus,0,0,0,0,0,0,0,0,0,2,0,2,0,2,3,0,0,4,0
GCF_000421105.1,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Denitrovibrionaceae,Limisalsivibrio,Limisalsivibrio acetivorans,0,0,2,0,0,0,0,0,0,1,0,1,0,2,2,0,1,2,0
GCF_000421725.1,Bacteria,Bacillota_A,Thermoanaerobacteria,Caldicellulosiruptorales,Caldicellulosiruptoraceae,Caldicellulosiruptor,Caldicellulosiruptor acetigenus,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1
GCF_000421965.1,Bacteria,Bacillota_A,Clostridia,Acetivibrionales,DSM-27016,Ruminiclostridium,Ruminiclostridium papyrosolvens_A,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
GCF_000422205.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfohalovibrio,Desulfohalovibrio sp000422205,0,0,0,0,0,0,0,0,0,2,0,3,0,2,2,0,0,4,0
GCF_000422245.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfohalovibrio,Desulfohalovibrio alkalitolerans,0,0,2,1,0,0,0,0,0,2,0,2,0,2,1,0,0,3,0
GCF_000422965.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Pleomorphomonas,Pleomorphomonas oryzae,0,0,0,0,0,0,0,0,0,2,0,4,0,3,3,0,1,2,0
GCF_000424685.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,Methylococcus capsulatus,0,0,0,4,1,0,0,0,0,2,0,2,0,2,2,0,0,3,0
GCF_000425185.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Pleomorphomonas,Pleomorphomonas koreensis,0,0,0,0,0,0,0,0,0,2,0,4,0,3,3,0,1,2,0
GCF_000425265.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Maridesulfovibrio,Maridesulfovibrio zosterae,0,0,0,0,0,0,0,0,0,2,0,3,0,1,1,0,0,3,0
GCF_000426225.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulforegulaceae,Desulforegula,Desulforegula conservatrix,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0
GCF_000426285.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leucaenae,0,0,0,1,0,0,0,0,0,2,0,1,1,2,3,0,0,1,0
GCF_000426345.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp000426345,0,0,0,4,0,0,0,0,0,2,0,0,0,5,4,0,0,2,0
GCF_000426705.1,Bacteria,Spirochaetota,Spirochaetia,DSM-17781,DSM-17781,Spirochaeta_E,Spirochaeta_E cellobiosiphila,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
GCF_000427385.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum,Methylocaldum szegediense,0,0,0,3,1,0,0,0,0,2,0,1,0,4,3,0,0,2,0
GCF_000427425.1,Bacteria,Bacillota_A,Thermoanaerobacteria,Thermoanaerobacterales,Caldanaerobiaceae,Caldanaerobius,Caldanaerobius polysaccharolyticus,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0
GCF_000427625.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter,Methylobacter luteus,0,0,0,3,0,0,0,0,0,2,0,2,0,3,3,0,0,3,0
GCF_000428985.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Marinobacterium,Marinobacterium litorale,0,0,0,3,0,0,0,0,0,2,0,3,0,2,3,0,0,2,0
GCF_000429305.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Alteridesulfovibrio,Alteridesulfovibrio inopinatus,0,0,1,0,0,0,0,0,0,2,0,4,0,0,1,0,0,4,0
GCF_000429325.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Fundidesulfovibrio,Fundidesulfovibrio putealis,0,0,0,0,1,0,0,0,0,2,0,3,0,2,2,0,1,3,0
GCF_000429485.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Celerinatantimonadaceae,Aliagarivorans,Aliagarivorans marinus,0,0,0,1,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0
GCF_000429505.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Celerinatantimonadaceae,Aliagarivorans,Aliagarivorans taiwanensis,0,0,0,1,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0
GCF_000429605.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus,Azonexus hydrophilus,0,0,0,0,1,0,0,0,0,2,0,3,0,6,2,1,0,1,0
GCF_000429645.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Niveispirillum,Niveispirillum irakense,0,0,0,1,0,0,0,0,0,2,0,0,0,4,3,0,0,1,0
GCF_000429905.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfatibacillaceae,Desulfatibacillum,Desulfatibacillum aliphaticivorans,0,0,1,0,0,0,0,0,0,2,0,3,0,2,1,0,0,4,0
GCF_000430885.1,Bacteria,Bacillota_B,Desulfotomaculia,Desulfotomaculales,Desulfallaceae,Desulfallas,Desulfallas alcoholivorax,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,1,3,0
GCF_000447295.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Pelatocladus,Pelatocladus sp000447295,0,0,0,1,1,0,0,0,0,2,0,1,0,1,2,0,0,2,0
GCF_000468095.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea sp000468095,0,0,0,1,0,0,0,0,0,2,0,0,1,2,3,0,0,0,0
GCF_000469585.1,Bacteria,Chrysiogenota,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Chrysiogenes,Chrysiogenes arsenatis,0,0,2,0,0,0,0,0,0,1,0,2,0,3,2,1,0,0,0
GCF_000472285.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,ATBO01,ATBO01,ATBO01 sp000472285,0,0,1,0,0,0,0,0,0,1,0,3,0,2,3,1,0,3,0
GCF_000472425.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp000472425,0,0,0,2,1,0,0,0,0,2,0,1,1,4,4,0,0,2,0
GCF_000472665.1,Bacteria,Bacillota_A,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium dehalogenans,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0
GCF_000472705.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium erdmanii,0,0,0,1,0,0,0,0,0,2,0,0,1,3,4,0,0,2,0
GCF_000472785.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium loti_E,0,0,0,1,0,0,0,0,0,2,0,0,1,2,4,0,0,1,0
GCF_000472925.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp000472925,0,0,0,2,1,1,0,0,0,2,0,1,1,5,4,0,0,2,0
GCF_000472965.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium murdochi,0,0,0,2,1,1,0,0,0,2,0,1,1,3,3,0,0,2,0
GCF_000473045.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp000473045,0,0,0,3,1,1,0,0,0,2,0,1,1,4,4,0,0,3,0
GCF_000473065.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp000473065,0,0,0,2,1,1,0,0,0,2,0,0,1,1,3,0,0,2,0
GCF_000478195.2,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Limnoraphis,Limnoraphis aestuarii,0,0,0,1,1,0,0,0,0,2,0,2,0,1,2,0,0,1,0
GCF_000482785.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Derxia,Derxia gummosa,0,0,0,4,1,0,0,0,0,2,0,2,0,2,3,0,0,2,0
GCF_000495435.3,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Youngiibacter,Youngiibacter fragilis,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,1,0
